Recency,Frequency,MonetaryValue,rfm_segment
169,99,1020.06,Top Lost Customer
50,29,157.05,Loyal Customer
227,27,134.16,Lost Customer
19,372,1577.39,Top Loyal Customer
372,3,39.75,Lost Customer
15,176,1320.21,Top Recent Customer
35,158,557.94,Loyal Customer
22,151,617.15,Loyal Customer
7,52,363.33,Recent Customer
20,102,1740.6,Champion
11,47,866.24,Top Recent Customer
44,50,221.97,Loyal Customer
306,25,393.33000000000004,Lost Customer
11,7,213.96,Recent Customer
275,2,660.0,Top Lost Customer
1,2759,11633.35,Champion
16,109,10981.1,Champion
4,20,1785.15,Top Recent Customer
72,4,601.56,Customer Needed Attention
243,3,406.08000000000004,Lost Customer
9,17,538.59,Recent Customer
239,22,379.51,Lost Customer
204,30,393.28000000000003,Lost Customer
1,96,1765.76,Top Recent Customer
185,21,320.58000000000004,Lost Customer
32,134,866.8000000000001,Top Loyal Customer
57,13,225.85,Customer Needed Attention
185,57,848.48,Top Lost Customer
9,126,2757.07,Champion
312,5,-21.85,Lost Customer
91,24,671.96,Top Customer Needed Attention
4,151,935.46,Top Recent Customer
51,41,1006.98,Top Customer Needed Attention
263,8,114.56,Lost Customer
266,20,344.90000000000003,Lost Customer
36,28,609.85,Loyal Customer
51,16,443.6,Customer Needed Attention
52,175,2952.34,Champion
16,112,2024.45,Champion
22,7,110.46,Loyal Customer
59,2,96.12,Customer Needed Attention
170,34,668.61,Top Lost Customer
9,29,780.46,Top Recent Customer
157,30,597.09,Lost Customer
2,2085,279489.02,Champion
201,28,236.04000000000002,Lost Customer
5,186,1402.59,Top Recent Customer
67,101,653.75,Top Customer Needed Attention
77,29,114.18,Customer Needed Attention
1,234,1926.65,Champion
4,50,1930.15,Top Recent Customer
169,80,291.05,Lost Customer
18,127,838.27,Top Loyal Customer
5,29,247.15,Recent Customer
9,259,2456.53,Champion
87,30,285.74,Customer Needed Attention
27,4,107.95,Loyal Customer
29,157,741.37,Top Loyal Customer
20,98,636.24,Loyal Customer
61,117,1258.38,Top Customer Needed Attention
24,14,195.25,Loyal Customer
11,570,9165.04,Champion
242,166,1259.24,Top Lost Customer
280,123,392.86,Lost Customer
235,61,765.55,Top Lost Customer
3,74,1736.4,Top Recent Customer
16,97,596.36,Recent Customer
31,44,2543.2400000000002,Top Loyal Customer
372,1,-2.55,Lost Customer
25,320,26932.34,Champion
71,7,498.95,Customer Needed Attention
188,2,52.0,Lost Customer
26,390,1201.51,Top Loyal Customer
107,15,628.38,Customer Needed Attention
8,356,5055.61,Champion
209,13,112.8,Lost Customer
44,52,341.96,Loyal Customer
31,71,2114.33,Top Loyal Customer
137,69,582.05,Customer Needed Attention
265,8,172.9,Lost Customer
4,133,2070.97,Champion
218,22,188.60999999999999,Lost Customer
2,200,1217.27,Top Recent Customer
214,8,109.13000000000001,Lost Customer
32,112,2195.1,Champion
11,342,2462.94,Champion
1,343,3210.29,Champion
15,22,318.17,Recent Customer
11,393,1493.96,Top Recent Customer
199,1,179.0,Lost Customer
3,29,1096.67,Top Recent Customer
15,197,4911.14,Champion
14,136,599.48,Recent Customer
10,347,2809.02,Champion
29,25,917.07,Top Loyal Customer
9,340,2660.1,Champion
24,10,160.19,Loyal Customer
25,71,867.38,Top Loyal Customer
43,51,307.51,Loyal Customer
2,236,1571.89,Top Recent Customer
6,37,663.81,Top Recent Customer
147,28,180.42000000000002,Lost Customer
10,259,1122.3600000000001,Top Recent Customer
25,47,655.58,Top Loyal Customer
274,10,268.58,Lost Customer
374,71,313.49,Lost Customer
1,462,1897.57,Champion
47,45,380.02,Loyal Customer
8,149,2686.34,Champion
9,216,9451.54,Champion
4,205,5807.6900000000005,Champion
4,17,1164.55,Top Recent Customer
39,56,1289.94,Top Loyal Customer
2,61,3899.1,Top Recent Customer
191,93,1423.21,Top Lost Customer
12,59,1400.34,Top Recent Customer
16,28,1088.53,Top Recent Customer
113,70,1167.16,Top Customer Needed Attention
248,19,294.3,Lost Customer
29,92,1311.79,Top Loyal Customer
44,5,389.64,Loyal Customer
87,30,563.15,Customer Needed Attention
45,41,638.05,Loyal Customer
10,237,4965.38,Champion
15,38,738.96,Top Recent Customer
75,19,420.5,Customer Needed Attention
145,71,1484.06,Top Lost Customer
5,102,1625.97,Champion
294,7,53.8,Lost Customer
59,11,255.9,Customer Needed Attention
264,21,300.52,Lost Customer
44,7,250.55,Loyal Customer
29,39,254.11,Loyal Customer
8,137,2423.07,Champion
17,6,139.5,Recent Customer
3,1066,10383.83,Champion
232,52,876.42,Top Lost Customer
112,9,139.26,Customer Needed Attention
58,60,1011.9,Top Customer Needed Attention
51,134,2195.58,Champion
4,3,-17.45,Recent Customer
127,35,730.86,Top Customer Needed Attention
281,41,386.15,Lost Customer
55,27,447.68,Customer Needed Attention
320,6,200.10000000000002,Lost Customer
26,15,289.99,Loyal Customer
10,3,77.4,Recent Customer
7,30,679.4399999999999,Top Recent Customer
29,6,197.64,Loyal Customer
17,46,745.06,Top Recent Customer
64,4,0.0,Customer Needed Attention
4,15,214.14,Recent Customer
3,82,1272.11,Top Recent Customer
166,6,131.45000000000002,Lost Customer
1,1156,7792.51,Champion
53,12,173.74,Customer Needed Attention
51,13,157.7,Customer Needed Attention
48,390,4228.39,Champion
61,57,189.34,Customer Needed Attention
162,44,845.55,Top Lost Customer
9,12,353.27,Recent Customer
15,46,546.4,Recent Customer
75,11,193.39000000000001,Customer Needed Attention
40,252,2152.8,Champion
41,254,2085.33,Champion
370,29,152.88,Lost Customer
37,53,778.5,Top Loyal Customer
197,4,271.85,Lost Customer
200,63,1110.34,Top Lost Customer
74,48,657.8,Top Customer Needed Attention
64,13,272.07,Customer Needed Attention
21,29,507.29,Loyal Customer
367,2,48.800000000000004,Lost Customer
180,70,321.43,Lost Customer
10,29,1127.71,Top Recent Customer
4,120,2221.01,Champion
197,17,2139.76,Top Lost Customer
29,45,644.65,Top Loyal Customer
53,39,188.88,Customer Needed Attention
18,70,1698.35,Top Loyal Customer
10,6,102.44999999999999,Recent Customer
90,110,1641.2,Champion
268,4,62.85,Lost Customer
53,138,3295.76,Champion
35,158,2456.8,Champion
64,130,3189.81,Champion
149,13,309.4,Lost Customer
22,392,7904.28,Champion
312,22,278.15,Lost Customer
23,28,511.35,Loyal Customer
58,143,2836.69,Champion
9,10,463.05,Recent Customer
78,130,2730.09,Champion
119,20,645.65,Top Customer Needed Attention
36,65,1290.53,Top Loyal Customer
60,61,1165.65,Top Customer Needed Attention
13,59,1352.04,Top Recent Customer
9,12,168.62,Recent Customer
52,6,125.79,Customer Needed Attention
26,48,841.1999999999999,Top Loyal Customer
29,11,266.76,Loyal Customer
7,4,52.2,Recent Customer
11,103,14197.45,Champion
186,37,701.33,Top Lost Customer
3,147,2939.64,Champion
4,71,717.7,Top Recent Customer
262,13,327.25,Lost Customer
3,93,501.28000000000003,Recent Customer
210,28,519.68,Lost Customer
9,50,1448.72,Top Recent Customer
13,122,1476.09,Top Recent Customer
77,46,690.59,Top Customer Needed Attention
20,17,255.4,Loyal Customer
27,11,589.7,Loyal Customer
19,54,756.64,Top Loyal Customer
132,15,765.3199999999999,Top Customer Needed Attention
253,18,364.8,Lost Customer
79,6,1862.0,Top Customer Needed Attention
207,20,369.2,Lost Customer
336,10,135.9,Lost Customer
254,7,125.65,Lost Customer
148,33,554.38,Lost Customer
10,73,1237.8500000000001,Top Recent Customer
85,23,655.75,Top Customer Needed Attention
8,506,11020.26,Champion
205,43,468.77000000000004,Lost Customer
8,55,1366.38,Top Recent Customer
23,112,1194.11,Top Loyal Customer
11,98,1414.99,Top Recent Customer
21,24,314.11,Loyal Customer
21,359,2729.18,Champion
2,69,1025.44,Top Recent Customer
154,18,599.9,Lost Customer
3,168,3478.85,Champion
74,9,277.8,Customer Needed Attention
3,35,389.86,Recent Customer
1,5898,132458.73,Champion
17,28,841.52,Top Recent Customer
36,87,1227.43,Top Loyal Customer
86,13,258.83,Customer Needed Attention
71,79,1264.84,Top Customer Needed Attention
116,45,1610.15,Top Customer Needed Attention
213,57,977.77,Top Lost Customer
30,78,1316.07,Top Loyal Customer
51,44,749.1,Top Customer Needed Attention
246,10,310.05,Lost Customer
32,11,223.88,Loyal Customer
109,127,2362.96,Champion
5,42,964.6800000000001,Top Recent Customer
366,17,363.53,Lost Customer
73,88,1888.84,Top Customer Needed Attention
297,10,1784.71,Top Lost Customer
9,366,8117.42,Champion
57,35,1617.63,Top Customer Needed Attention
30,172,5842.95,Champion
14,3,100.9,Recent Customer
72,14,290.82,Customer Needed Attention
23,64,1066.57,Top Loyal Customer
9,20,361.25,Recent Customer
79,20,311.69,Customer Needed Attention
46,149,7912.79,Champion
25,54,285.67,Loyal Customer
12,77,294.85,Recent Customer
253,12,58.49,Lost Customer
147,41,483.72999999999996,Lost Customer
59,61,684.97,Top Customer Needed Attention
8,27,221.27,Recent Customer
11,317,7006.58,Champion
271,5,126.7,Lost Customer
10,192,1472.34,Top Recent Customer
247,13,206.21,Lost Customer
96,81,596.09,Customer Needed Attention
15,36,183.02,Recent Customer
50,6,463.8,Loyal Customer
30,37,147.59,Loyal Customer
68,34,1592.06,Top Customer Needed Attention
35,155,1097.98,Top Loyal Customer
128,18,114.77,Customer Needed Attention
107,32,1314.45,Top Customer Needed Attention
37,17,89.94,Loyal Customer
57,11,279.94,Customer Needed Attention
57,73,765.86,Top Customer Needed Attention
72,214,1921.3700000000001,Champion
246,8,102.12,Lost Customer
19,39,202.37,Loyal Customer
198,83,292.01,Lost Customer
16,4,326.4,Recent Customer
212,40,334.54,Lost Customer
39,60,231.98000000000002,Loyal Customer
46,27,540.98,Loyal Customer
170,74,414.87,Lost Customer
48,77,490.52,Loyal Customer
116,115,1641.76,Champion
147,154,1220.77,Top Lost Customer
16,1152,6160.54,Champion
51,132,480.38,Customer Needed Attention
159,12,156.91,Lost Customer
12,180,1259.43,Top Recent Customer
36,20,308.94,Loyal Customer
54,122,405.04,Customer Needed Attention
43,33,257.67,Loyal Customer
173,20,170.04,Lost Customer
34,20,125.58,Loyal Customer
39,32,456.26,Loyal Customer
267,66,252.81,Lost Customer
9,451,1829.23,Champion
12,121,852.39,Top Recent Customer
3,554,6680.81,Champion
10,152,1636.43,Champion
33,67,361.96,Loyal Customer
80,61,469.0,Customer Needed Attention
31,37,1051.95,Top Loyal Customer
8,48,627.13,Recent Customer
72,7,518.28,Customer Needed Attention
4,110,653.19,Top Recent Customer
256,55,4464.1,Top Lost Customer
5,504,2541.53,Champion
16,396,4243.21,Champion
90,27,252.73000000000002,Customer Needed Attention
72,119,429.56,Customer Needed Attention
43,128,645.84,Top Loyal Customer
10,1483,19638.59,Champion
170,66,179.93,Lost Customer
199,5,135.93,Lost Customer
31,3,537.0,Loyal Customer
19,452,7563.88,Champion
152,13,633.66,Lost Customer
9,202,4940.66,Champion
270,22,343.62,Lost Customer
65,95,377.52,Customer Needed Attention
274,3,121.17000000000002,Lost Customer
25,78,1682.77,Top Loyal Customer
23,142,1383.3600000000001,Top Loyal Customer
319,28,207.73000000000002,Lost Customer
5,69,693.95,Top Recent Customer
12,114,302.1,Recent Customer
275,25,1489.5,Top Lost Customer
25,266,2102.54,Champion
41,239,1325.82,Top Loyal Customer
8,115,294.25,Recent Customer
4,410,54228.74,Champion
71,57,987.86,Top Customer Needed Attention
213,5,370.79999999999995,Lost Customer
38,158,3135.98,Champion
32,53,760.59,Top Loyal Customer
78,82,1744.76,Top Customer Needed Attention
46,104,553.36,Loyal Customer
179,70,1109.53,Top Lost Customer
373,1,106.2,Lost Customer
94,26,982.07,Top Customer Needed Attention
10,76,612.43,Recent Customer
105,41,735.67,Top Customer Needed Attention
78,27,773.03,Top Customer Needed Attention
173,49,880.85,Top Lost Customer
7,451,9623.35,Champion
213,48,893.66,Top Lost Customer
22,35,487.35,Loyal Customer
257,5,88.2,Lost Customer
282,15,306.94,Lost Customer
21,60,1140.27,Top Loyal Customer
10,145,2420.84,Champion
308,23,381.32,Lost Customer
54,31,476.96,Customer Needed Attention
215,26,457.81,Lost Customer
18,112,4410.14,Champion
104,49,1364.7,Top Customer Needed Attention
43,11,219.39000000000001,Loyal Customer
4,25,248.08,Recent Customer
182,5,649.5,Top Lost Customer
84,23,410.48,Customer Needed Attention
330,6,635.1,Lost Customer
9,9,310.03,Recent Customer
31,35,703.36,Top Loyal Customer
167,69,968.64,Top Lost Customer
18,101,2298.93,Champion
18,102,1407.73,Top Loyal Customer
311,20,247.66,Lost Customer
142,61,1291.75,Top Customer Needed Attention
241,31,463.75,Lost Customer
24,39,973.2,Top Loyal Customer
29,84,1567.48,Top Loyal Customer
10,98,3339.5099999999998,Top Recent Customer
30,197,2760.56,Champion
18,21,340.11,Loyal Customer
18,45,1352.75,Top Loyal Customer
15,80,1550.13,Top Recent Customer
134,1,244.8,Customer Needed Attention
246,14,266.4,Lost Customer
130,22,343.82,Customer Needed Attention
50,28,457.72,Loyal Customer
85,87,1612.13,Top Customer Needed Attention
7,106,2199.31,Champion
23,15,184.19,Loyal Customer
25,140,11117.05,Champion
66,16,406.53,Customer Needed Attention
60,111,1419.54,Top Customer Needed Attention
50,84,3447.4,Top Loyal Customer
170,22,330.11,Lost Customer
18,52,977.9300000000001,Top Loyal Customer
128,29,982.42,Top Customer Needed Attention
15,73,1387.99,Top Recent Customer
233,10,127.15,Lost Customer
3,69,1282.45,Top Recent Customer
240,13,178.96,Lost Customer
52,81,2350.0,Top Customer Needed Attention
46,26,498.74,Loyal Customer
226,14,259.45,Lost Customer
8,218,6530.04,Champion
4,67,1194.73,Top Recent Customer
165,95,1313.66,Top Lost Customer
219,29,608.65,Lost Customer
11,20,301.29,Recent Customer
134,23,520.8000000000001,Customer Needed Attention
17,342,5280.83,Champion
10,278,4684.24,Champion
31,22,329.25,Loyal Customer
74,75,224.73,Customer Needed Attention
1,55,961.49,Top Recent Customer
4,133,1869.5,Champion
45,7,401.40000000000003,Loyal Customer
2,720,18573.68,Champion
357,4,158.16,Lost Customer
18,29,304.47,Loyal Customer
69,101,824.58,Top Customer Needed Attention
373,27,487.75,Lost Customer
321,39,158.8,Lost Customer
26,5,106.56,Loyal Customer
325,7,1034.5,Top Lost Customer
9,110,1624.05,Champion
323,11,135.75,Lost Customer
72,23,224.14,Customer Needed Attention
260,3,40.5,Lost Customer
18,95,2186.2,Top Loyal Customer
367,6,87.5,Lost Customer
66,18,680.28,Top Customer Needed Attention
154,29,622.85,Lost Customer
29,62,402.2,Loyal Customer
70,21,310.62,Customer Needed Attention
14,19,411.41,Recent Customer
2,93,4670.08,Top Recent Customer
1,232,15802.14,Champion
120,51,1044.32,Top Customer Needed Attention
61,19,499.32,Customer Needed Attention
3,326,7521.17,Champion
3,1,3861.0,Top Recent Customer
9,36,656.44,Top Recent Customer
92,10,193.64,Customer Needed Attention
59,13,1268.7,Top Customer Needed Attention
79,97,927.84,Top Customer Needed Attention
26,142,1827.8,Champion
357,9,316.58,Lost Customer
85,38,648.8299999999999,Top Customer Needed Attention
10,9,420.29999999999995,Recent Customer
1,43,867.62,Top Recent Customer
225,20,331.18,Lost Customer
60,52,894.4100000000001,Top Customer Needed Attention
239,7,88.94999999999999,Lost Customer
319,25,325.05,Lost Customer
2,110,1661.44,Champion
45,43,615.99,Loyal Customer
88,2,96.6,Customer Needed Attention
11,166,5756.89,Champion
176,9,305.75,Lost Customer
52,119,1758.92,Champion
366,11,114.1,Lost Customer
319,5,585.0,Lost Customer
226,32,454.90000000000003,Lost Customer
358,16,310.48,Lost Customer
234,23,409.40000000000003,Lost Customer
311,8,154.41,Lost Customer
37,58,1219.4,Top Loyal Customer
66,126,3376.96,Champion
239,23,429.6,Lost Customer
113,31,612.06,Customer Needed Attention
277,14,197.0,Lost Customer
218,143,2247.51,Top Lost Customer
299,15,321.05,Lost Customer
2,99,1412.32,Top Recent Customer
29,52,1056.54,Top Loyal Customer
10,52,764.34,Top Recent Customer
45,83,1685.57,Top Loyal Customer
67,111,1738.59,Champion
74,22,316.68,Customer Needed Attention
65,34,631.57,Customer Needed Attention
134,89,2515.84,Top Customer Needed Attention
238,33,514.15,Lost Customer
122,6,356.0,Customer Needed Attention
32,358,6657.36,Champion
9,121,10327.11,Champion
36,44,740.78,Top Loyal Customer
16,55,915.3,Top Recent Customer
127,18,300.36,Customer Needed Attention
67,47,890.85,Top Customer Needed Attention
149,6,98.45,Lost Customer
281,8,232.14999999999998,Lost Customer
169,34,623.16,Lost Customer
100,78,1780.77,Top Customer Needed Attention
135,19,254.82,Customer Needed Attention
324,10,178.95000000000002,Lost Customer
107,12,156.51,Customer Needed Attention
64,23,393.74,Customer Needed Attention
151,82,1506.1200000000001,Top Lost Customer
338,6,119.3,Lost Customer
22,11,1717.36,Top Loyal Customer
24,2,408.8,Loyal Customer
16,48,2298.2,Top Recent Customer
7,265,2472.09,Champion
57,63,721.94,Top Customer Needed Attention
4,47,716.57,Top Recent Customer
31,42,609.19,Loyal Customer
66,49,128.63,Customer Needed Attention
47,12,255.89999999999998,Loyal Customer
355,21,277.40999999999997,Lost Customer
172,16,113.12,Lost Customer
59,150,2239.9500000000003,Champion
50,3,240.55,Loyal Customer
22,21,485.24,Loyal Customer
43,88,2306.52,Top Loyal Customer
29,59,935.1,Top Loyal Customer
5,212,7803.7699999999995,Champion
26,109,4596.51,Champion
201,24,178.39,Lost Customer
44,200,3610.31,Champion
10,41,635.04,Recent Customer
2,194,3774.1,Champion
67,12,3787.09,Top Customer Needed Attention
64,28,496.44,Customer Needed Attention
51,246,5007.72,Champion
290,31,574.02,Lost Customer
61,26,680.3,Top Customer Needed Attention
64,58,1174.35,Top Customer Needed Attention
96,12,205.3,Customer Needed Attention
271,21,302.27,Lost Customer
1,2478,59284.19,Champion
75,48,921.1,Top Customer Needed Attention
110,1,52.0,Customer Needed Attention
199,24,327.97,Lost Customer
64,38,551.54,Customer Needed Attention
327,1,165.0,Lost Customer
4,33,312.62,Recent Customer
284,16,204.5,Lost Customer
44,36,267.13,Loyal Customer
49,105,2663.48,Champion
64,49,602.97,Customer Needed Attention
104,48,161.74,Customer Needed Attention
334,29,311.71,Lost Customer
53,10,208.75,Customer Needed Attention
35,62,1005.5,Top Loyal Customer
32,13,714.96,Top Loyal Customer
366,35,1661.06,Top Lost Customer
208,16,1028.56,Top Lost Customer
157,98,350.82,Lost Customer
54,35,170.22,Customer Needed Attention
66,88,557.57,Customer Needed Attention
81,17,2020.52,Top Customer Needed Attention
116,26,391.76,Customer Needed Attention
87,21,364.5,Customer Needed Attention
1,32,476.58,Recent Customer
35,23,367.69,Loyal Customer
333,17,252.42000000000002,Lost Customer
366,5,201.60000000000002,Lost Customer
72,9,158.04,Customer Needed Attention
158,71,463.90999999999997,Lost Customer
373,5,115.65,Lost Customer
12,227,1836.69,Champion
255,61,770.12,Top Lost Customer
29,14,277.05,Loyal Customer
31,499,2718.03,Champion
5,560,8235.65,Champion
40,13,427.93,Loyal Customer
362,7,418.92,Lost Customer
241,17,318.05,Lost Customer
96,29,913.19,Top Customer Needed Attention
26,151,1330.45,Top Loyal Customer
75,44,602.51,Customer Needed Attention
57,96,1867.69,Top Customer Needed Attention
21,4,446.94000000000005,Loyal Customer
144,1,-1592.49,Lost Customer
41,95,2360.55,Top Loyal Customer
137,27,2007.3999999999999,Top Customer Needed Attention
8,137,2213.11,Champion
129,3,168.0,Customer Needed Attention
40,116,1221.56,Top Loyal Customer
169,196,3631.8900000000003,Top Lost Customer
9,37,1682.3600000000001,Top Recent Customer
214,8,596.85,Lost Customer
15,306,5927.86,Champion
170,43,635.76,Lost Customer
40,12,316.88,Loyal Customer
186,31,394.14,Lost Customer
270,10,140.54,Lost Customer
172,1,500.0,Lost Customer
5,85,1515.73,Top Recent Customer
16,12,231.86,Recent Customer
10,85,2183.54,Top Recent Customer
326,7,107.45,Lost Customer
113,14,288.18,Customer Needed Attention
290,6,94.0,Lost Customer
16,74,1339.63,Top Recent Customer
1,50,815.77,Top Recent Customer
92,13,666.7,Top Customer Needed Attention
149,42,626.77,Lost Customer
189,8,349.1,Lost Customer
18,58,426.61,Loyal Customer
34,148,1046.74,Top Loyal Customer
264,34,267.18,Lost Customer
84,122,3450.84,Champion
26,99,1336.43,Top Loyal Customer
171,10,190.53,Lost Customer
10,39,774.9000000000001,Top Recent Customer
313,47,559.61,Lost Customer
65,193,3974.37,Champion
85,28,508.8,Customer Needed Attention
25,8,135.86,Loyal Customer
59,53,950.36,Top Customer Needed Attention
323,6,97.7,Lost Customer
38,2,43.5,Loyal Customer
254,17,383.34,Lost Customer
19,283,1386.58,Top Loyal Customer
33,292,1430.54,Top Loyal Customer
15,6,93.78,Recent Customer
27,83,364.90000000000003,Loyal Customer
23,10,171.19,Loyal Customer
79,53,417.87,Customer Needed Attention
8,59,997.48,Top Recent Customer
22,29,149.29,Loyal Customer
12,291,1067.75,Top Recent Customer
262,45,200.16,Lost Customer
131,25,156.57999999999998,Customer Needed Attention
55,62,383.68,Customer Needed Attention
249,2,594.0,Lost Customer
2,375,3188.84,Champion
9,214,1411.21,Top Recent Customer
264,5,113.5,Lost Customer
331,9,155.17,Lost Customer
313,28,494.64,Lost Customer
26,62,971.22,Top Loyal Customer
30,30,429.84,Loyal Customer
30,56,528.48,Loyal Customer
2,279,1371.77,Top Recent Customer
362,25,179.1,Lost Customer
283,58,434.59000000000003,Lost Customer
262,58,237.07,Lost Customer
25,7,161.64,Loyal Customer
354,56,214.26,Lost Customer
94,11,234.6,Customer Needed Attention
29,7,126.14,Loyal Customer
338,155,1044.65,Top Lost Customer
20,104,6945.0199999999995,Champion
85,57,334.53,Customer Needed Attention
9,53,511.88,Recent Customer
35,29,438.46,Loyal Customer
43,27,504.5,Loyal Customer
2,73,454.48,Recent Customer
113,76,371.56,Customer Needed Attention
14,14,1465.2,Top Recent Customer
77,29,454.10999999999996,Customer Needed Attention
40,44,1399.92,Top Loyal Customer
116,45,905.5,Top Customer Needed Attention
16,126,6393.52,Champion
161,84,225.26,Lost Customer
1,188,3559.21,Champion
30,85,2564.5,Top Loyal Customer
93,2,91.32000000000001,Customer Needed Attention
23,55,1090.03,Top Loyal Customer
95,155,3090.85,Champion
28,35,659.4599999999999,Top Loyal Customer
33,291,1918.86,Champion
21,122,1280.58,Top Loyal Customer
18,16,1259.7,Top Loyal Customer
1,523,12396.46,Champion
8,68,1131.56,Top Recent Customer
16,252,5541.46,Champion
363,66,141.04,Lost Customer
81,13,52.83,Customer Needed Attention
53,99,3497.14,Top Customer Needed Attention
23,161,972.08,Top Loyal Customer
172,45,475.86,Lost Customer
189,92,1000.27,Top Lost Customer
331,1,250.0,Lost Customer
12,158,900.53,Top Recent Customer
156,7,121.0,Lost Customer
31,314,14520.08,Champion
12,197,2907.45,Champion
45,15,62.43,Loyal Customer
233,27,267.03,Lost Customer
64,216,1890.99,Champion
2,18,343.5,Recent Customer
36,200,2574.65,Champion
33,56,397.99,Loyal Customer
84,10,412.01000000000005,Customer Needed Attention
25,1,440.0,Loyal Customer
2,158,719.47,Top Recent Customer
33,4,148.44,Loyal Customer
19,165,2347.57,Champion
254,26,229.33,Lost Customer
23,664,3935.15,Champion
22,107,1497.31,Top Loyal Customer
8,219,1972.39,Champion
25,258,1500.88,Top Loyal Customer
19,86,746.92,Top Loyal Customer
173,75,426.4,Lost Customer
163,24,110.92,Lost Customer
7,41,538.46,Recent Customer
11,15,213.3,Recent Customer
114,29,85.13000000000001,Customer Needed Attention
288,28,127.86,Lost Customer
9,261,3542.51,Champion
54,80,288.96999999999997,Customer Needed Attention
7,695,4910.6,Champion
77,115,1643.96,Champion
4,61,575.63,Recent Customer
37,29,436.06,Loyal Customer
217,17,90.12,Lost Customer
60,55,428.93,Customer Needed Attention
278,14,217.2,Lost Customer
12,913,4747.89,Champion
24,31,279.77,Loyal Customer
29,19,468.91,Loyal Customer
12,31,722.74,Top Recent Customer
352,1,134.55,Lost Customer
9,117,1319.69,Top Recent Customer
50,8,173.16,Loyal Customer
19,7,186.01,Loyal Customer
3,53,758.29,Top Recent Customer
104,31,1375.71,Top Customer Needed Attention
7,326,4093.27,Champion
12,57,650.4300000000001,Top Recent Customer
5,212,2533.42,Champion
32,97,591.1899999999999,Loyal Customer
178,152,675.64,Top Lost Customer
38,43,921.37,Top Loyal Customer
151,39,258.88,Lost Customer
162,13,127.1,Lost Customer
69,48,327.6,Customer Needed Attention
121,148,3425.77,Champion
25,44,682.9100000000001,Top Loyal Customer
24,124,718.36,Top Loyal Customer
177,31,455.3,Lost Customer
50,9,913.6800000000001,Top Loyal Customer
253,30,456.58,Lost Customer
289,1,-30.19,Lost Customer
47,24,388.58,Loyal Customer
71,5,199.8,Customer Needed Attention
16,104,1767.53,Champion
101,84,1343.34,Top Customer Needed Attention
30,23,315.71999999999997,Loyal Customer
35,16,235.68,Loyal Customer
27,52,761.74,Top Loyal Customer
11,414,6745.36,Champion
8,54,1083.63,Top Recent Customer
79,2,48.480000000000004,Customer Needed Attention
52,17,216.39,Customer Needed Attention
36,67,1198.23,Top Loyal Customer
57,91,2422.64,Top Customer Needed Attention
337,13,104.76,Lost Customer
28,60,1093.68,Top Loyal Customer
183,18,270.03000000000003,Lost Customer
52,6,112.46000000000001,Customer Needed Attention
10,45,1568.39,Top Recent Customer
36,6,195.15,Loyal Customer
10,429,10360.04,Champion
33,49,747.031,Top Loyal Customer
11,3,336.40000000000003,Recent Customer
50,104,1524.4,Top Loyal Customer
4,18,1158.77,Top Recent Customer
3,214,3224.53,Champion
141,19,301.03,Customer Needed Attention
117,34,588.13,Customer Needed Attention
100,68,1504.56,Top Customer Needed Attention
75,49,675.8,Top Customer Needed Attention
5,157,2865.64,Champion
45,61,1180.4,Top Loyal Customer
16,177,3147.31,Champion
17,15,243.55,Recent Customer
90,25,724.76,Top Customer Needed Attention
53,15,223.36,Customer Needed Attention
301,2,-94.0,Lost Customer
134,25,425.32,Customer Needed Attention
4,486,12336.74,Champion
105,119,1887.2,Champion
179,36,647.4,Top Lost Customer
166,232,803.54,Top Lost Customer
19,52,612.01,Loyal Customer
158,36,425.14000000000004,Lost Customer
204,27,582.0500000000001,Lost Customer
336,2,816.0,Top Lost Customer
37,32,646.3,Top Loyal Customer
91,21,337.74,Customer Needed Attention
93,6,877.4399999999999,Top Customer Needed Attention
9,21,922.53,Top Recent Customer
233,37,511.32,Lost Customer
45,47,748.5,Top Loyal Customer
23,1,30.0,Loyal Customer
190,56,958.9,Top Lost Customer
44,11,306.45,Loyal Customer
25,94,1552.01,Top Loyal Customer
317,5,309.8,Lost Customer
106,9,138.14,Customer Needed Attention
51,19,358.63,Customer Needed Attention
168,115,2222.21,Top Lost Customer
40,13,301.32,Loyal Customer
218,1,76.32000000000001,Lost Customer
40,35,677.69,Top Loyal Customer
297,12,173.05,Lost Customer
19,81,2635.4900000000002,Top Loyal Customer
88,138,2726.23,Champion
73,135,1744.02,Champion
81,21,323.69,Customer Needed Attention
9,216,3324.09,Champion
49,33,657.23,Top Loyal Customer
53,12,352.7,Customer Needed Attention
24,110,781.28,Top Loyal Customer
9,78,1333.68,Top Recent Customer
18,67,946.36,Top Loyal Customer
117,10,193.75,Customer Needed Attention
9,168,2981.5,Champion
120,9,254.1,Customer Needed Attention
4,19,239.76,Recent Customer
252,2,136.8,Lost Customer
28,12,191.04,Loyal Customer
1,79,6423.6,Top Recent Customer
267,22,409.98,Lost Customer
33,174,2619.11,Champion
18,18,309.65,Loyal Customer
172,89,664.03,Top Lost Customer
2,230,1529.0,Top Recent Customer
265,5,211.5,Lost Customer
140,117,2293.62,Champion
201,6,143.1,Lost Customer
60,59,1001.8100000000001,Top Customer Needed Attention
35,205,916.98,Top Loyal Customer
41,282,3200.73,Champion
284,6,133.25,Lost Customer
9,53,1072.3600000000001,Top Recent Customer
